,index,prob_fraud
217,106278,0.020240784
218,163965,36.3099
219,207806,0.29775238
220,133079,0.8432846
221,37519,0.13542938
222,119416,0.22744751
223,148444,0.53502655
224,68819,9.325775
225,177368,0.029441833
226,29155,0.07034302
227,29737,4.9421997
228,137598,1.6483688
229,147223,0.01184082
230,252988,1.1987
231,36925,57.45371
232,90586,0.05155945
233,162883,0.03375244
234,32184,2.0941696
235,213994,0.25447845
236,275010,0.045516968
237,143407,0.033584595
238,184015,0.75538635
239,23671,0.6778717
240,144912,0.024238586
241,123171,0.45630646
242,278921,1.9697342
243,88717,0.86678314
244,236601,0.31987
245,233191,0.82951355
246,179815,0.57608795
247,52945,2.5700607
248,182435,13.094353
249,174881,0.91015625
250,29392,1.0842819
251,66442,33.398544
252,195276,6.503311
253,70795,0.06967163
254,214555,0.439682
255,239653,0.08455658
256,16210,0.2843094
257,246823,0.55119324
258,104386,1.6414032
259,266648,88.91829
260,201563,0.15364838
261,208695,0.5726013
262,54255,0.047584534
263,170652,0.06656647
264,206131,1.4098434
265,236716,35.636696
266,30228,0.011474609
267,113678,5.870224
268,131583,0.25875092
269,41504,0.05630493
270,192541,1.7770157
271,186137,0.06839752
272,4257,0.7624054
273,34190,0.15312958
274,8757,0.07551575
275,62031,6.2668
276,231544,13.769783
277,38635,0.6567764
278,33197,8.171852
279,203203,0.034736633
280,32044,2.239624
281,25151,0.11604309
282,247591,0.0062789917
283,137139,0.6852951
284,239387,0.2132492
285,188669,9.358231
286,28266,0.59077454
287,252375,0.020584106
288,256164,0.09832764
289,144111,0.24099731
290,265849,8.549393
291,58575,0.83358765
292,50013,1.6238632
293,277629,1.7614136
294,275767,0.13350677
295,6987,1.3045502
296,12214,1.0493851
297,141983,3.1570969
298,245155,0.027862549
299,170731,0.2597885
300,20710,0.6539078
301,80693,9.6989975
302,1588,2.9042664
303,271069,0.04373932
304,26049,0.42045593
305,104669,0.033233643
306,76147,0.3664856
307,228625,0.20915985
308,165222,0.026313782
309,93456,39.567287
310,77731,2.0835724
311,57270,1.0160294
312,283779,0.11388397
313,85756,0.06977081
314,83031,0.062034607
315,278290,7.6344223
316,249915,0.09109497
317,212673,4.048752
318,272063,35.952393
319,269898,0.08277893
320,203384,0.12949371
321,55928,0.072021484
322,105551,0.76953125
323,89029,0.08513641
324,133665,1.1162643
325,63932,0.16368866
326,228194,0.18422699
327,106375,0.0357666
328,46259,6.932129
329,44999,0.041419983
330,229104,0.102622986
331,25380,0.21764374
332,124873,0.1277771
333,239113,45.878555
334,18206,0.09023285
335,249898,0.28373718
336,223305,0.08973694
337,49253,0.40022278
338,51680,0.038909912
339,4383,1.3274994
340,88927,0.26050568
341,125473,0.07247925
342,125349,68.01902
343,148379,39.760517
344,146294,0.308609
345,7472,0.5526428
346,179445,3.646675
347,82099,13.383553
348,134671,0.20941925
349,211700,0.26033783
350,2203,0.39056396
351,227769,0.1820221
352,150363,0.15037537
353,250151,0.03437805
354,265127,0.5466385
355,54971,0.10873413
356,172080,0.16634369
357,69745,0.1858139
358,147815,3.8315506
359,261780,0.3393631
360,91400,0.15101624
361,179378,0.3853302
362,178572,0.23454285
363,46096,0.41833496
364,190790,0.14875793
365,276857,5.525734
366,237143,1.9305801
367,71870,4.806343
368,137615,0.29792023
369,208355,0.026809692
370,3137,0.83810425
371,70014,5.826767
372,132625,0.097717285
373,89652,0.35192108
374,225042,5.3535233
375,131065,1.3085632
376,273501,8.170296
377,100936,1.973259
378,153419,0.72556305
379,57288,0.71294403
380,29156,0.8508377
381,197097,0.064208984
382,50048,0.15272522
383,49519,0.020011902
384,277155,0.4806137
385,258695,77.20564
386,255523,0.07110596
387,217006,0.046592712
388,62902,1.5087433
389,135968,5.316971
390,81311,0.2783203
391,137637,2.3296509
392,11475,0.5975647
393,24736,0.21421814
394,130425,12.321022
395,17293,95.405556
396,39847,2.074417
397,16322,6.9360123
398,281664,0.5097351
399,273582,4.125389
400,247776,1.329361
401,195482,31.005028
402,245521,0.31092834
403,153054,0.07424164
404,193252,0.1978302
405,48923,0.09080505
406,245510,2.016739
407,205163,3.4835663
408,229801,0.37186432
409,197194,0.3761444
410,70318,0.13126373
411,164528,0.47997284
412,240585,0.17268372
413,154090,0.7980118
414,125950,8.9915695
415,259319,87.28888
416,163285,0.010932922
417,243297,0.030174255
418,9821,0.1129837
419,263253,0.016647339
420,174550,0.045028687
421,145668,0.37197113
422,49440,0.5567856
423,144607,0.021957397
424,233002,0.06235504
425,254733,0.062438965
426,164165,4.2912827
427,215477,0.12050629
428,65005,0.01751709
429,231681,0.12579346
430,101195,1.9708557
431,199405,0.09373474
432,104382,0.08396149
433,104586,0.4831009
434,110695,0.07207489
435,142746,0.08517456
436,250093,0.016075134
437,86508,0.12046051
438,230675,0.05567932
439,135450,0.038238525
440,244736,0.06087494
441,174047,4.684578
442,103236,8.905579
443,210304,0.079956055
444,29666,0.16208649
445,245016,3.6351166
446,224395,0.039344788
447,186658,1.319519
448,5422,1.6292725
449,39232,27.688515
450,208830,0.018981934
451,210032,2.253067
452,272971,3.4046173
453,33095,22.881172
454,244993,35.52034
455,193341,12.09304
456,162930,0.59334564
457,132176,0.054397583
458,149695,11.480316
459,284641,1.7123108
460,92983,56.23101
461,125586,0.045684814
462,35473,1.8464661
463,191731,0.3517151
464,145497,0.33716583
465,65440,0.73337555
466,8331,0.15471649
467,145168,0.04209137
468,236768,0.36203003
469,219824,2.5279617
470,198073,0.48656464
471,235821,0.03816223
472,89504,0.3017044
473,136351,3.3488007
474,183544,34.903755
475,238421,0.08720398
476,168402,95.16086
477,156608,0.58893585
478,68086,0.33205414
479,122004,54.73613
480,36915,2.7057343
481,157508,0.1805954
482,100905,0.15093231
483,177217,0.19544983
484,143285,0.054862976
485,151420,0.8193283
486,147740,0.41440582
487,253781,0.017944336
488,144223,0.09516144
489,9948,0.18203735
490,130355,0.13082886
491,156232,0.48571777
492,17983,0.36515045
493,223704,2.4487076
494,172716,0.08506775
495,148971,0.27228546
496,145414,5.1340485
497,109967,0.061714172
498,130635,0.5317154
499,101085,0.54506683
500,199238,9.605316
501,125771,1.254425
502,241798,1.4080429
503,103604,0.14508057
504,129267,1.8713684
505,245230,0.18508148
506,276980,41.02497
507,231957,0.036346436
508,55270,0.16630554
509,236258,0.028907776
510,155459,0.43808746
511,233943,0.79377747
512,274401,0.14048004
513,94069,1.280365
514,36498,0.12256622
515,70495,0.1437912
516,237799,0.0434494
517,105528,0.07715607
518,191523,0.23323059
519,53129,0.15156555
520,34997,0.012481689
521,252093,0.069114685
522,163217,16.363106
523,4751,2.0808105
524,70171,0.8683777
525,184780,0.016281128
526,213805,0.063591
527,164413,0.03450775
528,273696,0.9200363
529,89491,0.6041641
530,113133,0.032417297
531,75297,2.8100586
532,112747,0.7285614
533,251352,0.09464264
534,69644,0.0320282
535,235418,0.020362854
536,139356,0.61505127
537,150634,39.769806
538,218592,10.324234
539,207412,0.023590088
540,152118,1.1682205
541,182331,0.11991882
542,189146,0.11841583
543,140694,0.16617584
544,278568,0.11785126
545,217309,0.13745117
546,181288,0.053092957
547,96416,21.981415
548,242757,1.0492172
549,68548,0.04437256
550,140728,1.4420547
551,154914,16.724731
552,271276,0.025970459
553,143448,0.21421051
554,85112,0.30244446
555,154191,1.1290894
556,225575,0.94890594
557,223504,0.42171478
558,226069,0.040039062
559,217418,0.14298248
560,200484,1.3465271
561,109994,0.2276535
562,246216,0.12849426
563,75424,0.10765076
564,197179,0.014816284
565,210946,0.16043091
566,232714,0.15960693
567,122592,2.3572235
568,130245,0.030143738
569,240402,0.15848541
570,68828,22.197777
571,102563,0.2617035
572,121007,0.15467072
573,240859,9.457809
574,79031,0.04436493
575,217208,0.006958008
576,51499,0.99372864
577,273184,0.16051483
578,85974,1.8438644
579,184783,94.74043
580,233592,0.08930206
581,280215,1.4040756
582,11124,10.881393
583,215345,0.9436569
584,32913,67.26811
585,78666,0.01750946
586,104344,1.2176285
587,139306,1.5591049
588,69756,0.12010193
589,96503,0.22772217
590,49708,0.07002258
591,57396,0.33450317
592,205243,0.44369507
593,144917,0.2067337
594,98880,9.686104
595,210711,0.74923706
596,96079,0.5354538
597,133987,0.22023773
598,5800,40.76111
599,104103,0.018753052
600,73347,2.4161377
601,78974,0.39596558
602,64883,0.30697632
603,69195,0.7014923
604,75932,6.1322327
605,12367,0.2922058
606,265364,0.14510345
607,148738,1.1466293
608,66106,0.045417786
609,255885,0.052505493
610,75666,0.27433777
611,231816,0.06715393
612,225633,0.7761383
613,403,0.63344574
614,206192,55.43875
615,133274,0.0812912
616,99969,1.1250534
617,224367,0.5813446
618,277692,0.17907715
619,163277,0.120910645
620,151804,0.32434845
621,176627,0.26110077
622,109936,6.7809067
623,127913,0.25454712
624,145688,3.7520905
625,91561,0.24724579
626,219746,0.19807434
627,274894,0.07878876
628,218861,1.4206619
629,126824,0.11243439
630,120933,1.3787308
631,257757,0.01348114
632,250610,0.43626404
633,219349,0.051620483
634,82416,0.16737366
635,209837,0.1078186
636,34562,0.14957428
637,202020,0.029922485
638,102137,0.09516144
639,267676,0.012023926
640,43041,0.05416107
641,41497,0.10079193
642,163725,0.13111877
643,135833,0.16332245
644,237330,3.1221313
645,70616,0.501709
646,245216,0.2583313
647,52890,0.49635315
648,90904,1.0453796
649,94938,0.04975128
650,276019,0.19042969
651,192779,0.06913757
652,232512,0.10344696
653,196172,0.14569855
654,191651,1.3916321
655,39104,10.162155
656,193854,0.096839905
657,226803,0.06111908
658,163848,0.028427124
659,139852,0.13359833
660,28999,0.05001831
661,59153,0.046920776
662,233787,2.209587
663,216364,0.3184204
664,83767,0.06838226
665,126034,1.4560623
666,74619,7.651123
667,102624,0.16287231
668,202882,0.41938782
669,280610,0.08331299
670,37853,0.23883057
671,159829,0.637146
672,282673,26.190254
673,20462,0.124946594
674,235065,0.03553772
675,211424,0.1535492
676,95561,2.7028046
677,33068,0.094818115
678,231723,5.097412
679,111974,0.20222473
680,65445,0.11277008
681,97773,0.035629272
682,182878,0.39840698
683,30385,0.093170166
684,5004,0.9544754
685,284230,0.013557434
686,62377,0.88298035
687,5431,5.776825
688,106825,0.33102417
689,251806,92.823044
690,102831,0.07447052
691,233445,1.936554
692,122111,0.012680054
693,82456,0.05555725
694,134518,97.70801
695,58357,0.7130356
696,6381,4.625763
697,225603,0.3491974
698,133056,0.5782471
699,113668,0.8708496
700,9509,99.98646
701,199932,0.08930206
702,161365,0.04311371
703,85644,0.9144287
704,54409,6.4894714
705,162786,0.06639099
706,184135,0.030639648
707,141471,35.580322
708,45416,4.5473022
709,190184,0.045639038
710,41605,10.730324
711,242210,0.025093079
712,150251,0.23101807
713,274642,0.027160645
714,65467,0.20213318
715,255010,0.016906738
716,229157,20.076561
717,1734,0.1366272
718,54995,0.44028473
719,193875,84.08137
720,193052,0.019927979
721,247348,99.95081
722,129340,37.801598
723,171,0.42331696
724,32787,0.07646179
725,37035,0.06304932
726,259564,0.17459106
727,38042,0.030937195
728,220802,0.591568
729,53878,0.054267883
730,151173,1.6718597
731,238574,0.1434784
732,19229,0.11608887
733,273644,0.901947
734,36727,0.1738739
735,234413,0.0068588257
736,260116,0.14364624
737,137028,36.26392
738,240811,0.039787292
739,276945,31.65097
740,216202,0.015960693
741,174743,0.027748108
742,271712,3.130684
743,113383,0.18461609
744,17522,0.03036499
745,144971,0.0739975
746,167897,2.931137
747,184508,0.054084778
748,158426,0.2902832
749,184434,0.019195557
750,208764,0.16355896
751,89758,1.4465637
752,126337,0.09378815
753,181483,0.5787506
754,75722,0.059928894
755,207569,0.27748108
756,195934,5.381439
757,245967,4.9449005
758,242941,0.27387238
759,28156,0.14801788
760,477,0.110565186
761,114848,0.6977997
762,39431,0.15691376
763,40829,0.13414764
764,137091,0.28003693
765,20993,13.886139
766,21479,0.03213501
767,241196,0.028831482
768,41543,0.0687027
769,143873,0.26154327
770,270155,0.16469574
771,97206,0.029792786
772,112473,1.19384
773,162248,1.5159607
774,206068,0.18562317
775,80608,3.1137085
776,14789,0.06438446
777,173423,0.12780762
778,130663,0.56238556
779,182125,18.72593
780,199511,0.30903625
781,199891,0.6717148
782,76520,0.023147583
783,43765,0.38259888
784,219177,0.077186584
785,37894,0.32047272
786,235903,0.34323883
787,63780,0.39413452
788,71148,39.264343
789,156221,0.7556076
790,77105,0.5402298
791,63936,0.1014328
792,143262,0.2975235
793,229192,0.18919373
794,145896,0.7807846
795,176029,0.016189575
796,149393,0.31674194
797,210519,0.046577454
798,266884,0.019577026
799,154937,40.88993
800,258264,0.52747345
801,188030,0.074531555
802,20698,0.38414764
803,178558,0.07054901
804,237944,0.17973328
805,247608,0.030685425
806,41563,1.2803726
807,20772,0.15444946
808,191472,0.09669495
809,97758,2.5992432
810,146191,6.881508
811,221335,0.45587158
812,144115,0.24035645
813,102388,0.10769653
814,197137,0.044166565
815,148227,0.049980164
816,100805,0.019294739
817,208296,30.989143
818,47265,12.0737
819,159186,0.04827881
820,184486,0.078811646
821,71002,0.86279297
822,112249,0.010688782
823,192411,0.88877106
824,118661,82.53496
825,269593,0.04812622
826,196787,0.015052795
827,38332,4.1436234
828,281405,0.0947113
829,122018,0.5906677
830,7,0.060829163
831,183698,8.379723
832,155383,0.35475922
833,159147,0.08660889
834,65998,0.77049255
835,257355,0.0076446533
836,215134,0.17594147
837,2677,0.7190628
838,261474,0.6054077
839,50844,0.53741455
840,49570,0.044189453
841,54089,1.682663
842,35326,0.88256836
843,10730,0.532753
844,123170,0.99349976
845,103357,0.04586029
846,182021,1.1374283
847,60143,0.5501938
848,59865,0.8189087
849,159768,1.3749619
850,75312,0.020111084
851,260843,1.7898178
852,76889,0.06513977
853,172762,0.14328003
854,110257,0.17598724
855,129814,0.07385254
856,279189,0.15081787
857,21982,0.24017334
858,36787,0.15257263
859,25110,0.077941895
860,22214,0.16130066
861,230581,0.14862823
862,78042,0.2173996
863,146190,0.024719238
864,98097,0.08920288
865,124972,0.35736084
866,216315,0.015701294
867,197878,0.042892456
868,68514,5.1973495
869,254282,0.011512756
870,38060,0.100883484
871,257045,1.2756729
872,24146,0.18953705
873,32823,0.8525009
874,153935,0.6672821
875,128636,4.563019
876,163870,0.1585617
877,197515,0.08010101
878,103748,9.37191
879,45903,47.8016
880,261801,49.838684
881,67378,27.622475
882,235842,0.03526306
883,40469,0.06200409
884,19875,0.26229858
885,135519,0.08592224
886,113905,0.14009094
887,97177,1.2442322
888,102985,5.1054535
889,217665,0.97930145
890,1705,0.05757904
891,10445,5.9494705
892,244588,0.14375305
893,270647,0.023895264
894,45743,0.9443054
895,70249,0.33050537
896,277344,0.051132202
897,132956,0.04535675
898,10549,0.20687866
899,133654,0.09567261
900,149533,5.952614
901,107294,13.665848
902,119852,19.18074
903,256261,14.405792
904,56811,0.029563904
905,42750,0.2524414
906,272673,77.84986
907,271126,62.09297
908,145684,0.1322937
909,113795,0.739151
910,22033,10.823341
911,283245,0.858551
912,188500,28.37349
913,126140,2.8893585
914,118419,0.49938202
915,157032,11.469093
916,73702,1.2023163
917,208299,0.027908325
918,89576,0.2312088
919,155430,0.5955887
920,126462,0.13349152
921,6754,0.5922928
922,52339,24.469032
923,62394,48.071182
924,214799,0.5046463
925,110476,3.846321
926,132684,0.21479797
927,210888,2.8581543
928,82440,0.44621277
929,129763,0.007331848
930,111907,0.6311798
931,76845,0.04182434
932,184967,0.020469666
933,82246,32.159294
934,62949,0.3035965
935,202736,95.37483
936,210614,0.81642914
937,185465,0.06674957
938,213250,0.07279968
939,108095,1.7787247
940,131254,0.39402008
941,261914,0.059890747
942,84000,0.125
943,207581,2.2786255
944,219946,0.019340515
945,36236,0.037261963
946,70679,0.07657623
947,127107,0.3286972
948,75194,13.0492325
949,281077,0.10454559
950,172588,0.30863953
951,252309,0.011512756
952,72650,0.40538025
953,228058,0.21620178
954,149809,0.1342926
955,250640,0.24021912
956,130238,0.19983673
957,60093,0.4814148
958,264940,0.1536789
959,83649,0.04537964
960,144813,0.45500183
961,8717,0.21518707
962,252810,0.11000061
963,234135,0.15808105
964,93875,14.174118
965,142583,0.020446777
966,157475,0.74905396
967,100082,2.1829224
968,63564,0.19399261
969,97648,0.080718994
970,225840,0.105033875
971,10462,0.40047455
972,170096,0.059272766
973,56423,2.2803268
974,150665,99.98407
975,66195,7.8364944
976,107570,0.47538757
977,228135,0.32847595
978,230021,0.006713867
979,109701,0.09004974
980,238021,0.08464813
981,18849,0.021560669
982,190865,37.09138
983,265196,0.006996155
984,125191,0.59484863
985,138050,0.4057541
986,132194,0.10573578
987,218394,0.10417938
988,57241,6.810791
989,160264,0.17051697
990,165316,2.6512833
991,165057,1.2027893
992,28046,0.07765961
993,237015,0.14017487
994,202396,26.063988
995,116965,0.2079544
996,254906,4.9077682
997,65364,54.967342
998,166188,0.06945801
999,273990,0.4601364
1000,248039,0.022415161
1001,2195,34.82543
1002,69760,11.297783
1003,120828,1.9770584
1004,190603,16.76905
1005,126684,0.047058105
1006,14149,0.609993
1007,233456,2.0020447
1008,171074,2.2246475
1009,167837,0.07646179
1010,90405,0.2758789
1011,76517,0.1476593
1012,57397,4.484131
1013,178583,98.77472
1014,189984,0.051132202
1015,210988,21.782524
1016,75735,9.183243
1017,98793,0.06455231
1018,187476,0.16911316
1019,86024,0.24990082
1020,99104,0.80841064
1021,21023,19.827637
1022,156426,0.24038696
1023,15750,0.04209137
1024,192001,5.665001
1025,224896,0.01133728
1026,148824,0.79286194
1027,124204,0.08400726
1028,157452,3.4895859
1029,25117,0.052482605
1030,232748,2.0854034
1031,138761,0.24549866
1032,250553,0.20433044
1033,272027,0.50940704
1034,212479,0.30132294
1035,271270,1.2846146
1036,82163,48.593784
1037,270761,0.03778076
1038,131732,0.60297394
1039,57959,0.16284943
1040,159059,1.6435623
1041,180171,4.164192
1042,76038,0.24622345
1043,6302,22.722336
1044,92001,0.080207825
1045,17229,0.3283081
1046,76196,99.60079
1047,160823,0.0717926
1048,120526,0.090774536
1049,240009,1.448616
1050,112795,0.3942337
1051,58660,0.13362122
1052,37691,0.032196045
1053,86360,0.38005066
1054,193727,1.8209381
1055,35611,98.75416
1056,184439,0.11277771
1057,72516,0.10437012
1058,117848,0.10246277
1059,88071,0.16222382
1060,26942,0.22131348
1061,170971,5.1371765
1062,204391,36.18661
1063,238451,0.122795105
1064,175607,0.16175842
1065,31803,0.09841156
1066,112551,0.044929504
1067,12059,22.575485
1068,79768,1.3969193
1069,178626,0.5024872
1070,10539,0.42167664
1071,280641,92.073395
1072,82783,0.3844986
1073,149331,1.1475677
1074,41424,0.22481537
1075,181343,5.316292
1076,141576,0.6116104
1077,6519,0.2124939
1078,18617,3.0969849
1079,246175,0.25676727
1080,172918,0.15709686
1081,243419,0.7670822
1082,283454,0.023727417
1083,228570,5.3192596
1084,48091,31.762985
1085,48703,0.05467224
1086,6950,3.8448792
1087,252903,0.6044769
1088,183777,1.6314087
1089,241979,28.288994
1090,131592,34.038628
1091,105729,0.3679123
1092,94549,0.04473877
1093,227597,0.18521118
1094,177656,0.44688416
1095,152723,0.09095001
1096,153953,0.14245605
1097,143709,0.36569977
1098,222099,1.0948029
1099,174101,0.2541275
1100,67621,0.17929077
1101,110597,0.34906006
1102,99447,0.22246552
1103,116986,1.859108
1104,176934,0.071014404
1105,223278,0.08106232
1106,121726,0.038108826
1107,261761,0.0771637
1108,172745,47.13652
1109,219404,0.11419678
1110,8152,0.22946167
1111,177296,0.8754883
1112,26671,0.3891983
1113,180612,0.26288605
1114,100910,0.077812195
1115,1071,0.3423233
1116,160019,0.13000488
1117,43871,0.2957077
1118,231292,0.10777283
1119,219076,0.13629913
1120,183751,55.668003
1121,218852,22.619308
1122,212689,0.04209137
1123,280810,0.7460098
1124,175171,0.64416504
1125,214,0.31365967
1126,86395,0.60502625
1127,131423,0.9327545
1128,228416,0.3513794
1129,96707,0.027015686
1130,114432,0.18914032
1131,203631,0.007980347
1132,129616,0.08129883
1133,37120,10.636635
1134,224513,0.93235016
1135,129335,0.5124817
1136,249793,0.030281067
1137,42765,2.4977112
1138,82265,0.20742798
1139,74665,0.33205414
1140,55888,1.3717957
1141,142673,2.3261414
1142,6433,6.309204
1143,48887,41.435043
1144,13477,1.8643723
1145,262262,0.1003418
1146,114071,2.1693954
1147,281816,0.20124054
1148,171717,0.024047852
1149,246684,0.5604172
1150,239665,1.562645
1151,187617,0.06386566
1152,250643,0.06913757
1153,42600,0.14546204
1154,245630,26.522934
1155,75725,0.0259552
1156,81048,0.30112457
1157,108244,1.4709854
1158,48980,0.023773193
1159,238799,15.414886
1160,262719,0.05934906
1161,243495,0.12197876
1162,24541,2.2252808
1163,44634,0.66693115
1164,155495,0.84272003
1165,273236,4.064789
1166,67008,84.58506
1167,182322,0.1506958
1168,124308,0.045410156
1169,17675,3.6847076
1170,221099,3.8020248
1171,194234,0.09009552
1172,30665,0.13580322
1173,57652,0.30005646
1174,220423,0.22215271
1175,270830,32.61492
1176,92259,0.0068588257
1177,85621,0.2778244
1178,218724,7.6516876
1179,59083,0.21348572
1180,222861,0.16526794
1181,15122,0.029022217
1182,254779,0.83747864
1183,167612,3.2263794
1184,112195,0.107048035
1185,48284,0.24031067
1186,167909,0.28810883
1187,18564,0.9631195
1188,61089,0.01399231
1189,100315,0.49638367
1190,185544,0.47585297
1191,156519,0.6937103
1192,45919,1.4320221
1193,88150,0.12470245
1194,87455,0.09802246
1195,40940,1.6557541
1196,24832,88.219925
1197,112810,0.02936554
1198,203562,0.75146484
1199,5128,3.4665222
1200,221105,0.037971497
1201,91149,0.4784317
1202,203658,0.095321655
1203,118405,0.110206604
1204,101268,1.249588
1205,53999,0.9341812
1206,193509,0.079216
1207,221986,0.2286377
1208,266959,0.12412262
1209,185009,0.028808594
1210,238604,1.0955124
1211,270947,0.09201813
1212,83676,2.5477753
1213,212657,0.41145325
1214,94722,0.73410034
1215,37678,0.3234024
1216,26993,0.18404388
1217,213256,0.012023926
1218,81544,0.39990234
1219,108828,0.21456146
1220,23164,1.4776077
1221,81606,0.6729889
1222,240720,1.3812866
1223,97051,0.02519989
1224,211735,0.30704498
1225,283330,0.11118317
1226,195471,0.117752075
1227,218768,0.9382858
1228,114182,0.116874695
1229,87879,16.609085
1230,190956,0.16483307
1231,54547,0.08766937
1232,47783,3.6588287
1233,71379,0.077041626
1234,192327,8.576233
1235,94899,0.05445862
1236,226574,0.18890381
1237,156487,2.8433304
1238,47653,83.09017
1239,15289,12.106934
1240,78705,45.662117
1241,258284,0.8368759
1242,127086,1.4947433
1243,128984,0.1769638
1244,14575,2.2244797
1245,154688,0.12298584
1246,99429,6.0612564
1247,54722,16.630074
1248,82855,90.68231
1249,69922,0.40727997
1250,131684,0.033042908
1251,191281,0.6143112
1252,280913,0.26909637
1253,136943,0.4762802
1254,242853,18.686836
1255,120369,0.55862427
1256,75349,0.34933472
1257,112048,0.13710022
1258,18074,1.391098
1259,279391,0.4269867
1260,233360,0.13069153
1261,97457,3.6289597
1262,160206,0.3656006
1263,38718,1.5016937
1264,103626,16.55114
1265,278472,1.1804581
1266,244275,10.324219
